33.23913, 131.60503, 90, 5, 
33.23909, 131.60535, 90, 5, 
33.23918, 131.60585, 90, 5, Vehicle 01 が急加速
33.23917, 131.60658, 90, 5, 
33.23920, 131.60692, 90, 5, 
33.23918, 131.60774, 90, 5, 
33.23923, 131.60829, 90, 5, 大分市役所に Vehicle 01 が接近しています
33.23925, 131.60901, 90, 5, 
33.23922, 131.60929, 90, 5, 
33.23926, 131.60999, 90, 5, 
33.23926, 131.61056, 90, 5, Vehicle 01 がスピードオーバー
33.23933, 131.61089, 90, 5, 県庁北交差点に Vehicle 01 が接近しています
33.23932, 131.61121, 90, 5, 
33.23928, 131.61234, 90, 5, 
33.23929, 131.61292, 90, 5, 
33.23930, 131.61342, 90, 5, 大分城址公園から Vehicle 01 が離れました
33.23929, 131.61378, 90, 5, 
33.23933, 131.61410, 90, 5, 
33.23936, 131.61443, 90, 5, 
33.23933, 131.61521, 90, 5, 
33.23931, 131.61558, 90, 5, 
33.23931, 131.61577, 90, 5, 
33.23902, 131.61580, 180, 5, 
33.23879, 131.61580, 180, 5, 
33.23861, 131.61582, 180, 5, 
33.23846, 131.61581, 180, 5, 
33.23826, 131.61584, 180, 5, 
33.23794, 131.61581, 180, 5, 
33.23779, 131.61583, 180, 5, Vehicle 01 が急ブレーキ
33.23759, 131.61580, 180, 5, 
33.23726, 131.61584, 180, 5, 
33.23698, 131.61582, 180, 5, 
33.23688, 131.61580, 180, 5, 
33.23672, 131.61581, 180, 5, 大分銀行 東支店に Vehicle 01 が離れました
33.23658, 131.61579, 180, 5, 
33.23642, 131.61581, 180, 5, 
33.23638, 131.61557, 180, 5, 
33.23640, 131.61522, 270, 5, 
33.23639, 131.61482, 270, 5, 
33.23638, 131.61451, 270, 5, Vehicle 01 が急ブレーキ
33.23638, 131.61400, 270, 5, 
33.23637, 131.61369, 270, 5, 
33.23637, 131.61331, 270, 5, 
33.23640, 131.61301, 270, 5, 
33.23636, 131.61273, 270, 5, 
33.23640, 131.61233, 270, 5, Vehicle 01 がスピードオーバー
33.23641, 131.61206, 270, 5, 
33.23635, 131.61188, 270, 5, 
33.23632, 131.61168, 270, 5, 
33.23632, 131.61136, 270, 5, 
33.23630, 131.61111, 270, 5, 
33.23633, 131.61072, 270, 5, 
33.23631, 131.61039, 270, 5, Vehicle 01 が急ブレーキ
33.23629, 131.60999, 270, 5, 
33.23630, 131.60967, 270, 5, 
33.23627, 131.60930, 270, 5, 
33.23630, 131.60885, 270, 5, 
33.23626, 131.60838, 270, 5, 
33.23628, 131.60784, 270, 5, 
33.23627, 131.60749, 180, 5, 
33.23604, 131.60749, 180, 5, 大分駅南口に Vehicle 01 が接近しています
33.23575, 131.60749, 180, 5, 
33.23532, 131.60756, 180, 5, 
33.23493, 131.60755, 180, 5, 
33.23475, 131.60750, 180, 5, 
33.23458, 131.60749, 180, 5, 
33.23472, 131.60712, 315, 5, 
33.23493, 131.60660, 315, 5, 
33.23537, 131.60596, 315, 5, Vehicle 01 が急ハンドル
33.23553, 131.60554, 315, 5, 
33.23577, 131.60499, 315, 5, 
33.23616, 131.60424, 315, 5, 
33.23642, 131.60363, 315, 5, 
33.23684, 131.60296, 315, 5, 
33.23705, 131.60247, 315, 5, 
33.23746, 131.60160, 315, 5, 
33.23779, 131.60083, 315, 5, 高砂町に Vehicle 01 が接近しています
33.23813, 131.60020, 315, 5,
33.23852, 131.59923, 315, 5, 
33.23882, 131.59865, 315, 5, Vehicle 01 がスピードオーバー
33.23900, 131.59812, 315, 5, 中春日交差点に Vehicle 01 が接近しています
33.23854, 131.59795, 180, 5, 
33.23747, 131.59799, 180, 5, 
33.23694, 131.59804, 180, 5, 
33.23620, 131.59798, 180, 5, 
33.23587, 131.59803, 180, 5, 
33.23542, 131.59807, 180, 5, 
33.23501, 131.59808, 180, 5, Vehicle 01 が急ブレーキ
33.23461, 131.59804, 225, 5, 
33.23425, 131.59778, 225, 5, 
33.23393, 131.59746, 225, 5, 
33.23331, 131.59734, 135, 5, 
33.23308, 131.59782, 135, 5, 
33.23284, 131.59834, 135, 5, 
33.23267, 131.59850, 135, 5, 
33.23265, 131.59907, 35, 5, 
33.23325, 131.59951, 35, 5, 
33.23357, 131.59981, 35, 5, 
33.23399, 131.60009, 35, 5, 
33.23460, 131.60049, 35, 5, 
33.23486, 131.60070, 35, 5, 
33.23570, 131.60129, 35, 5, Vehicle 01 がスピードオーバー
33.23592, 131.60146, 35, 5, 
33.23638, 131.60192, 35, 5, 
33.23708, 131.60225, 35, 5, 
33.23782, 131.60249, 5, 5, 
33.23833, 131.60255, 5, 5, 
33.23910, 131.60263, 0, 5, 大分県立美術館に Vehicle 01 が接近しています
33.23960, 131.60279, 0, 5, 
33.24006, 131.60277, 0, 5, 
33.24059, 131.60276, 0, 5, 
33.24117, 131.60279, 0, 5, 
33.24162, 131.60272, 0, 5, 
33.24260, 131.60269, 90, 5, 
33.24300, 131.60279, 90, 5, 
33.24306, 131.60319, 0, 5, 
33.24319, 131.60333, 0, 5, 
33.24349, 131.60333, 0, 5, 
33.24372, 131.60339, 30, 5, 
33.24399, 131.60371, 30, 5, Vehicle 01 が急ブレーキ
33.24428, 131.60391, 40, 5, 
33.24454, 131.60419, 45, 5, 大分短期大学から Vehicle 01 が離れました
33.24482, 131.60457, 45, 5, 
33.24494, 131.60487, 80, 5, 
33.24500, 131.60512, 90, 5, 
33.24504, 131.60559, 90, 5, 
33.24504, 131.60590, 90, 5, 
33.24506, 131.60627, 90, 5, Vehicle 01 が急ブレーキ
33.24509, 131.60660, 90, 5, 
33.24507, 131.60693, 90, 5, 
33.24503, 131.60717, 180, 5, 
33.24484, 131.60716, 180, 5, 
33.24440, 131.60726, 180, 5, 
33.24405, 131.60723, 180, 5, Vehicle 01 がスピードオーバー
33.24376, 131.60723, 180, 5, 
33.24313, 131.60726, 180, 5, 
33.24295, 131.60726, 180, 5, 
33.24256, 131.60733, 180, 5, 
33.24210, 131.60737, 180, 5, 大分地方裁判所に Vehicle 01 が接近しています
33.24173, 131.60739, 180, 5, 
33.24125, 131.60737, 180, 5, 
33.24087, 131.60738, 180, 5, Vehicle 01 が急加速
33.24052, 131.60738, 180, 5, 
33.24002, 131.60737, 180, 5, 
33.23980, 131.60737, 180, 5, 大分中央警察署から Vehicle 01 が離れました
33.23952, 131.60739, 180, 5, 
33.23929, 131.60723, 180, 5, 
33.23919, 131.60695, 270, 5, 
33.23918, 131.60624, 270, 5, 
33.23918, 131.60579, 270, 5, 
33.23918, 131.60524, 270, 5, 
